review,review_date,review_star
"nice smell
kapda pani soft hunxa 
hand wash ra machine wash both ko lagi best option  ",28 Dec 2025,4
"Use garna baki chha, smell ni thikai chha average lagyo,ramro sanga aipugeko thiyo ",20 Nov 2025,5
"amazing discount and new product with good packing, timely delivery of product. ",10 Jan 2026,5
According to cost it's value for money...cheaper compared to other detergent 👍 ,20 Feb 2025,5
works great for clothes. just need to soak for a while and it works like magic ,19 Jul 2025,5
"amazing discount and new product with good packing, timely delivery of product ",01 Feb 2026,5
एक‌पल्ट प्रयोग गरेर हेरौँ भनेर ल्याएको तर प्रयोग चाहिँ गर्न भ्याएकै छैन 😁 ,16 Nov 2025,5
"packaging was good and there's a free gift too loved it 
fab smells good  ",27 Jul 2025,5
"aaja ko order bholi paltai delivery vayo, khusi lagyo chado order huda. ",08 Nov 2025,5
"I got genuine product wid 4 introductory gift 😄
Thanx Godrej n Daraz  ",20 Feb 2025,5
nice Cha at best price 175 per liter with extra gift and nicely packed ,17 May 2025,5
yesko smell chai dhoesakeypachi na basni raicha but it smells good  ,20 Feb 2025,5
Best for buying liquid detergent nice wash cheaper and best wash 😉 ,2 weeks ago,5
This is really better than powder detergent for washing machines  ,12 Jun 2025,5
ramro Lago Ani smell Pani ramro nai Cha .. packing Pani ramro Cha ,27 Mar 2025,5
"👍good  xa,with small pouch of handwash. Fast delivery in time.  ",14 Nov 2025,5
got it for less than 200 rupees..well packed safely delivered... ,16 Nov 2025,5
my first time purchase of this product. hope it works wonder.  ,11 Aug 2025,5
Best for your laundry. Hand wash and machine both lai hunxa.  ,19 Dec 2025,5
smells good. washes well. overall a good product I must say. ,2 weeks ago,4
item is as shown and delivered in time. It is satisfactory. ,30 Jul 2025,5
washing machine ma liquid ali dherai rakhnu parne rahe xa ,07 Jun 2025,4
Purchased for the second time good for machine wash also. ,23 Nov 2025,4
the product is the same as promised. highly recommend!!! ,14 Nov 2025,5
nice product and works fine and cleans the clothes white ,06 Jan 2026,5
get in good condition and fast delivery 💯👍 thank you  ,20 Feb 2025,5
Good product . satisfied with the product and delivery ,06 Apr 2025,5
Very nice 👍 suitable for front load washing machine . ,14 Jun 2025,5
 fragrance badiya cleaninng loved it try this everyone ,06 Dec 2025,4
use many times.. dherai patak pani kini sake raamro xa ,28 Jul 2025,5
Basna ekdam ramro xa😊my favorite liquid detergent ❤️ ,30 Aug 2025,5
gift item ako xaina ani package already futako x.sakesamma packaging xai ramrari pathako vae hunthyo with seal. ,22 Jan 2026,1
worst packaging and delivery late ,19 Nov 2025,1
"Gift is missing as you promised buy 4 for gift .
Make your promise or retuned it ?  ",06 Feb 2026,1
Cheap but the quality is not good.... good as of money ,13 Jul 2025,1
"4 thari saman magyako 2 ota pathayo 
 ",05 Aug 2025,1
"Sasto ma ramro surf.
Smell pani ramro cha.  ",13 Oct 2025,3
good good good good good good good good  ,23 Jul 2025,3
Average  ,17 Nov 2025,3
Didn't work as expected. dherai nai halnu parcha kapda safa huna. 10ml le light load lai pugdaina cloth doesn't come as clean as expected. almost similar to other detergents out there just a bit affordable. luga majjale dhuna chai 70 80 ml nai chaincha.  ,22 Sep 2025,3
very unhappy with packaging as one of the packet was totally leaked. It came with  one full packet leakage. Please kindly take precautions while packing such liquid items and also in transportation. It should have been placed in cartoon with fragile items stickers.  ,2 weeks ago,3
Thikai xa price aanusar.....Ariel jasto ramro daag jadaina ,05 Feb 2026,3
"Bright clothes lai thikai xa, not so wow not so bad.  ",22 Nov 2025,3
clothes doesn't look clean ,13 Jun 2025,3
no gift received  ,24 Nov 2025,3
good ,15 Dec 2025,3
Good ,16 Aug 2025,3
Good ,20 Feb 2025,3
Average  ,02 Dec 2025,3
Thik xa  ,20 Sep 2025,3
Loved it.❤️ cheap and best.,28 Jul 2024,5
100/100,18 Jul 2024,5
This is my favourite,01 Jun 2024,5
"Nice quality 
Paxi yellow ta hunxa hola 
But yetiko price maa quality babaal xa
Fast delivery thanks to daraz and seller too",26 Jan 2025,5
Extremely satisfied! Affordable and delivered very fast. I ordered evening 5 pm and delivery guy called me to receive the my package next day morning 11 am. Thank you.,1 week ago,5
Loved it.❤️ cheap and best.,28 Jul 2024,5
100/100,18 Jul 2024,5
This is my favourite,01 Jun 2024,5
"Nice quality 
Paxi yellow ta hunxa hola 
But yetiko price maa quality babaal xa
Fast delivery thanks to daraz and seller too",26 Jan 2025,5
Extremely satisfied! Affordable and delivered very fast. I ordered evening 5 pm and delivery guy called me to receive the my package next day morning 11 am. Thank you.,1 week ago,5
Overall the product is smooth and clean and the delivery partner is friendly and kind. You guys can buy this without second thought. ,05 Sep 2024,5
Price aanusar mobile ko cover ramro chha but cover ko price vhanda delivery charge aali kati mahago vayo nii love it 🫶 ,17 Jun 2025,5
"Because of this case i loosed my 200 rupees, Daraj didn’t refund my money to my bank account & neither i got any update. Don’t purchase in daraz.  Daraz is very smart on doing refund fraud, ( Daraz has gaved me a expired ) voucher without refund aswell even after reaching customer support.  ",19 Oct 2024,5
I always use to buy this type of case for my phone because its good but please be careful yellow chahi hunxa tarra ramro xa case chahi just yellow hunxa kehi months ma  ,13 Oct 2025,5
"Thank you! Ramro iPhone ko case, I recommend to buy. Thank you for delivering the package fast.  ",1 week ago,5
always been purchasing this same n it never disappoints! ,07 Oct 2024,5
"Sochey jastai ramro cha❤
dhukka le order garda huncha ",09 Jan 2025,5
It was like what i expected the delivery was fast❤️ ,06 Jun 2025,5
"Wow,.. very good quality. it looks awesome❤️.  ",14 Mar 2025,5
It’s Good quality ❤️ you can go for it…😍 ,4 weeks ago,4
Great for this price segment. Thank you. ,19 Feb 2025,5
"it very good product 👍👍
I like it 🥰 ",04 Feb 2025,5
ramro xa vanay ko jastai pako xu  👍 ,08 Oct 2024,5
Very good quality ❤️ ,06 Jan 2025,5
It’s nice 👍👍👍👍 ,06 Oct 2024,5
worth to buy it❤️ ,08 Oct 2024,5
"the quality is very good and the delivery time was faster than expected 
like the product ",17 May 2023,5
Good in price ,05 May 2025,5
nice ,24 Feb 2025,5
Nice one  ,2 weeks ago,5
Nice ,14 Jan 2026,5
Nice ❤️ ,16 Aug 2024,5
"Love it 
 ",09 Aug 2024,5
nice cover I love it. It feels great and feels Smooth 😻. Overall I love this cover 🫶🏻,09 Apr 2024,5
Decent for the price. But it won’t protect your phone from any falls. You can use the cover as a backup as it does the job,31 Jan 2024,5
It’s wonderful and as shown in pictures. Product is very nice and I recommend all who use iPhone 11.Thanks Team Daraz and seller.,17 Apr 2023,5
I bought just yesterday according to price pdoduct is good. Thank u daraz i am pradip gurung from chitwan bharatpur 26 ,3 weeks ago,5
Saman dami lagayo address Pani mistake vayeko thiyo delivery dai le milayera laidinu vayo thank you  ,20 Jan 2026,5
Camera ma scratches aauna bata bachaudena cover vanda baira camera niske paxi camera naii paila scratches hunxa 😭aru ta ramroo xah ,08 Sep 2024,4
"It is worth it i almost used it For 5-6 months
But it becomes yellow after 4-5 months  ",07 Apr 2025,5
I thought it  will come in hard form but actually it is soft and comfy ,30 Jan 2026,4
🤍Got delivery fast than estimate time and cover also is awesome 💯 ,19 Feb 2025,5
"Ramrai cha yo price ma, tei yellow hune ho pachi but ramro cha cover  ",25 Aug 2024,5
"love it photo ma jhan same cha dhukha bhayera leya huncha
 ",3 weeks ago,4
Good product. As expected and thank you. Highly recommend  ,15 Nov 2025,5
"Dami xa sache vanda ramro xa 
Dhukka le buy garda hunxa ",02 Feb 2026,5
Loved the case and the packaging 🫶🏻,24 Sep 2023,5
GREAT if u should really buy it. It's a STEAL !! ,04 Feb 2025,5
Babbal xa sasto ma yeti ko saman aaune rahexa .. ,02 Feb 2026,5
"value for money.
product also met my expectation.",05 Feb 2026,5
"Thank you ❤️
Ramro product xa☺️",06 Jan 2023,5
Ordered 4 cover for me and my friends it’s good ,30 Jan 2026,5
It is good quality walla. Its like the picture ,26 Jan 2026,5
"Its good i like it 🫶 
Price anusar thikai xa ",23 Mar 2025,5
It’s not completely clear case. Dotted pattern is visible. ,18 Jan 2023,3
Recommended to you guys if thinking to buy normal simple cover... ,30 Jul 2024,5
"Ekdam ramro xa 
Dhukka vayera kinda hunxa ",02 Feb 2026,5
"Nice, perfectly fit 

Nice, perfectly fit ",6 days ago,4
Good quality cha hai. Its as the picture ,26 Jan 2026,5
 it is worth buying really nice quality  ,19 Jan 2026,4
Just awesome..dhukkai le buy garda hunx ,18 Oct 2024,5
The quality is nice and very simple.  ,24 May 2025,5
It’s good ❤️it’s my second purchase  ,06 Nov 2024,5
As shown in the picture and paintable as well❤️❤️,07 Feb 2023,5
I am saying phn but there is cover  ,13 Nov 2025,5
The cover are good for the money. ,27 Jan 2026,5
ordered 12 mini but got 11 twice ,27 Oct 2024,5
Very nice product fully satisfy  ,21 Jan 2026,5
It’s cheap but looks very good  ,18 Jan 2026,5
Value for money. Thanks seller! ,4 weeks ago,5
Nice cover at such a good price ,30 Jan 2026,5
"It’s very good, I liked it.” 😻 ",20 Jan 2026,4
Nice price anusar thikei ho🫶 ,30 Oct 2024,5
really good for its price❤️ ,04 Dec 2024,5
Ekdam ramro lagyo quality  ,22 Jan 2026,5
Perfect value of money!!  ,08 Oct 2024,5
price anusar thikai xa ,01 Jun 2025,5
better than expected  ,04 Nov 2024,5
"Didn't match at my phone!!!!
 ",18 Aug 2024,2
very good quality.  ,10 Nov 2025,5
Very good quality  ,19 Nov 2025,5
Very good loved it ,18 Mar 2025,5
Its was worth it. ,08 Mar 2025,5
Its nice product  ,15 Nov 2025,5
Great product !! ,02 Jan 2025,5
"nice for price 
 ",1 week ago,5
Ramro lagooy 🙏 ,20 Sep 2024,5
good product 💯 ,14 Jun 2025,5
Quality is best ,13 Jun 2025,5
it was nice of ,13 Jul 2025,5
Nice product  ,18 Jan 2026,5
Good product  ,24 Oct 2025,4
Best product  ,13 Nov 2025,4
Good quality  ,08 May 2025,5
Good product  ,4 weeks ago,5
Damiii chha❤️ ,3 weeks ago,5
nice lookeng ,7 days ago,5
Thikai cha  ,5 days ago,4
I like 👍  ,14 Nov 2024,5
Yellowish  ,27 Jan 2025,5
Nice ,3 weeks ago,5
Good ,30 Jan 2026,5
Good ,25 Sep 2024,5
good one ,08 Sep 2025,5
Good ,03 Sep 2024,5
Nice ,30 Jan 2026,5
ramro xa ,27 Mar 2025,5
Good ,06 Dec 2024,5
Good one ,09 Jul 2025,5
Really nice quality  ,16 Aug 2024,5
Just wow second time i buy  ,15 Aug 2024,4
Nice ,16 Aug 2024,5
Very good ,11 Aug 2024,5
fits perfectly!! thank you 😄😄,30 Jan 2024,5
This iphone case is a nice and a good quality product,06 Nov 2023,5
nalinuhos billaa xaa a,12 Dec 2023,5
gonna meet the expectation,29 Nov 2023,5
Good,20 Dec 2023,5
ramro xa ,17 Dec 2023,4
Worth it,30 Nov 2023,4
"Loved it.
Good and genuine product.
Worth it",11 Jul 2023,5
"Ahh loved it,really value for money ",24 Sep 2023,5
Maile Expect￼ gare vanda ramro raixa price vanda delivery charge badi lage ni maile yesma kunai default dekhe na..j hos soche vanda ramro raixa khusi layo❤️😅,06 Sep 2022,5
Ramro xã it’s worthy ,10 Oct 2023,5
"Price anusar thikei cha, no regrets 👏",05 Jul 2023,5
Low price and good product,30 Jul 2023,5
Toooo dyammm good product!! ,30 Jun 2023,5
Worth the price. Love it,05 May 2023,5
really like it! it feels very sturdy compared to other clear cases i’ve bought!,20 Dec 2022,5
Ramro xa ,16 Aug 2023,5
So good 🫶,05 Aug 2023,5
As expected,28 Aug 2023,5
Liked the product. Felt bit difficulty in pressing power and volume keys.,12 Jan 2023,4
Discolor hudai janeraixa ,09 Apr 2024,3
Same as picture. Nice quality.. perfect fit,23 Feb 2023,5
not as shown  in pic. it's thin,01 Feb 2023,2
this good ,23 Jan 2024,3
"Very bad not recommended
 ",24 Oct 2024,1
1 week mai yellow vayo ,08 Apr 2025,1
2 oota maga ko 1 ta aayexa paisa 2 ootai kai legeko xa,19 Dec 2023,1
Its very nice.. hopefully result is good 💕💕💕💕💕,31 Oct 2025,5
Packaging was very good and it comes in a cute black glass bottle which keeps the product safe and it was easy to apply.it has strong smell but like that smell i cannot say more about produce because i just started using it,24 Jan 2025,4
It's quality is soo good and it's my second purchase.  It works like magic to control hairfall for me,24 Jan 2025,5
one of the best hair oil.. this is my second purchase Kati xitoo baby hair haruu grow hunxa wow💋♥️,24 Jan 2025,5
Arrived in very god condition in a bubble wrap. Smell is nice. Need to use for month for hairfall control review.,06 Aug 2025,5
Its very nice.. hopefully result is good 💕💕💕💕💕,31 Oct 2025,5
Packaging was very good and it comes in a cute black glass bottle which keeps the product safe and it was easy to apply.it has strong smell but like that smell i cannot say more about produce because i just started using it,24 Jan 2025,4
It's quality is soo good and it's my second purchase.  It works like magic to control hairfall for me,24 Jan 2025,5
one of the best hair oil.. this is my second purchase Kati xitoo baby hair haruu grow hunxa wow💋♥️,24 Jan 2025,5
Arrived in very god condition in a bubble wrap. Smell is nice. Need to use for month for hairfall control review.,06 Aug 2025,5
strong smell. but goes away in few hours . I have seen little less hair fall in first day after that less less lesser. hope it goes like this...  ,12 Oct 2025,5
received the product let's see how the oil works.I  bought  face mask for the 2nd time & I'm loving it.. ,30 Jun 2025,5
yo ta aile samma kai sabai vanda best oil ho mero lagi mero lagi ta jadu nai vax ayo oil le kapal jharera yesto halat kharab vathyo but yo oil lr mero dherai kapal palako xa best oil ever ho yo oil ta  ,22 Oct 2025,5
"maile 4  bottle khattam gari sakkea❤️🫶 yo 2ota le total 6 ota buy gari sakkea it's my favourite essential oil just love it😽 

guys dhukkha vayera buy gardaa hunxaa yo oil sab hair lai suits garxaa favourite oil ♥️🫶❤️ ",04 Jun 2025,5
It’s my 3rd bottle. Been using it in and off so can’t say much. But it seems to be authentic and makes hair air and shiny.  ,27 Jun 2025,5
I received my parcel today . Aalikati leak chai vayexa . Use gare paxi vanxu kasto theyo banera aba 😁 ,27 Jun 2025,5
"I’ve used it once every week it has works amazing for my hair and have stopped hair fall up to 80-90% 
Worth spending my money.
 ",10 Apr 2025,5
"Perfect Package, light weight for hair, Recommended. 
This is my first purchase and I really loved it ❤️. ",19 Sep 2025,4
This is my second purchase and I really love the product and appreciate to JA for such a genuine product and thank you for fast 🚚 ,24 Jan 2025,5
"i thought of buying only one and give it a try but after seeing discount and many reviews..i thought i will buy two and give it a tryy..let's see how it does to my hair..hope my hair grows thicker, shiner and brighter ",13 Feb 2025,5
"Got another bottle for mom cause loved this oil so much!! into a month of using this, it stopped my hairfall n i could see baby hair growing.. my hair feels so soft, shiny, n healthy! personally the smell is slightly strong but it's understandable and worth the penny!! ♥✨",24 Jan 2025,5
Finally I got it. let's see result kasto aauxa vanerw aani date pani 2 years ko raixa i like it and thank you daraz😊 ,24 Jan 2025,5
"Been using this oil for more than a month and I've been loving it. not a big fan of the smell since it's very strong. I didn't have hairfall issues so can't say much on that. but it sure does make the hair shiny and moisturized. I would not recommend to put this oil overnight as it can make the bed smell strong. better put this early morning and wash after an hour or so. 

I mix with coconut oil before washing hair. ",24 Jan 2025,5
This is a good quality hair oil. I love it's cooling effect. Can't wait to continue to use and see more benefits! ,24 Jan 2025,5
Product is very awesome hair oil is flawless. I approve and recommend it to everyone else. Product was also well package without any breakage. ,24 Jan 2025,5
Thank you. i like the products ❤️but it’s smell is harder .Let’s hope for the good results.Love this❤️❤️❤️ and the service also very good and faster then the timing date…,24 Jan 2025,5
Thankyou Jina Alchemy..since its my 1st purchase don’t know how it works on me..definitely gonna re-purchase if it gives results.. ,20 May 2025,5
Topnotch packaging and it smelt quite strong even before I unboxed it. I hope it helps me in hairfall reduction as I have expected. ,24 Jan 2025,5
"I have been using this oil more than a month and I can see a huge change on my hair fall , it hav reduced the hair fall problem and can see visible changes on my hair texture too . I hav new grown hair also .. 
I am obsessed with this product so whenever there is sale I always buy 2/3 bottles at once . Thank u for the genuinely product …. ",17 Feb 2025,5
Received in good condition the package was sealed nicely thank you so much I can’t wait to try it 😊😊 ,24 Jan 2025,5
I haven't used it yet but everyone says it's good so I'm going to try it. The packaging was very good.,24 Jan 2025,4
2023/11/14 : The product is so Good and smells like organic ❤️.The Delivery was on the time and packaging was superb 10/10 and point to noted Thank you for a small gift  of Tea-package. Highly Recommended ✌️Happy Tihar - sohan,24 Jan 2025,5
this is my 1st purchase I hope it helps to stop my hair fall and thank you for the gift yesaile vada majhxu aba🥲🥲,24 Jan 2025,4
Finally 🥰I’ve been waiting for so long to try this hair oil and I got it today and it is same as shown 🥰Can’t wait to try on my hair and expecting a good result 🥰And last thing 🚚 is so fast 🥰,24 Jan 2025,5
"Trying this hair oil for the first time after hearing so much positive reviews. Hope it really works for my hair ✨✨💕💕
Received in very good condition 🫶🏻 ",24 Jan 2025,5
"m on my second bottle. I have never loved an oil so much , it made such a difference on the amount of hair that fell. and my hair is growing more on my hair partition pani. love it ",03 Jan 2026,5
Got the package. Haven’t tried it yet let’s see how it works. Also the free gift was so random thought it was shampoo at first 😂 anyway thanks😊,24 Jan 2025,4
"I have just received the product in perfect condition !!
It smells so good, you can know it's cold-pressed just by smell of it !! Hoping for some positive changes very soon !!  ",24 Jan 2025,5
"Using this hair oil for 3 months and it’s working really well for me. Hair fall has stopped, and I can see new baby hair growth.  I apply it 2–3 times a week and kept an hour before washing. ",06 Jan 2026,5
"I have low porosity hair so normally ayuverdic hair oils don't match me due to the heavy quantity of coconut oil and castor oil. This oil suited my hair surprisingly despite the castor oil, all the oils are cold pressed. It has a very strong smell so I will only apply it for hair wash day. I'll definitely update if it works well in the future.
",24 Jan 2025,5
It’s my first time using this product. The packaging was very good and safe. Also the delivery was quick. ,24 Jan 2025,5
over all packaging to delivery all things good I am too much happy with supplier . I don't know it's work or not bcz this is my first time to buy this product I hope it will worth for me 💖 and thanks to delivery within a 2 days I am totally satisfied with this packaging nd delivery  ,24 Jan 2025,5
I have use this hair oil for like 2 times and it has given me quite good results.i really love this product.i would really love to buy this product again in the future. And the shampoo and hair oils worked for me 🤌.hope this review is useful to you all🫶,24 Jan 2025,5
this is my third time I have bought it . I m in love with this oil it totally control my hairfall. thank you so much daraz ❤️🥰,24 Jan 2025,5
nice packaging..... delivery socheko vanda ni xeto aayo.....aaba use gare paxi tesko review share garxu ,19 Nov 2025,4
Delivery was quite fast and packaging chai ekdam ramro thyo this is my second purchase from Daraz I m happy with my purchase 😊,24 Jan 2025,5
Can't explain in single word. This oil is soo soo good. For the one who is worried about hairfall try this once you'll never regret buying this. This is my 3rd bottle . ,04 Jul 2025,5
"This was my second purchase. I like it. Seems to have helped with hair growth with consistent use and regular scalp massages. However, I still feel it's a bit on the expensive side.",24 Jan 2025,4
right side ko bottle maile paila use gareko hair oil ho tara yo left side ko aaile naya liko bottle ho tara aaileko ma kunai label nai xina scam ho ki k ho?? ,11 Nov 2025,5
just got the product.packaging pani ramro xa futya leak kei xainaa. all i  hope from this product is to make my hair condition better❤️ ,03 Nov 2025,4
"Third time purchasing, and I’m still very satisfied with the performance and quality of this oil 👌 ",13 Nov 2025,5
thank you so much daraz🫶♥️💝 packing was too good IAM so happy 😊 it's my favourite oil so 12 pieces buy gari sakkeya maile..💖 Kati chai ramroo ho k yo oils aati nhi help gareko xa hair growth & new baby hair grow garna ma Pani.👌💋 I just love it💋.jeena third eye rosemary hair oil is love- (love love)awwwww🫶♥️💝 ,16 Jan 2026,5
yo chahi sabai ki lagi ramro na huna Pani sakxa sensible hair haru ko  le  mix garera Ani 1 hr Mai wash garda better result milxa . Mero chahi suru ko 1 month maa ekdam hair loss vayo use garna na janera.  ,21 Aug 2025,5
Properly packed and received in a good condition..+ fast delivery…Not used yet ..will inform you more after using this ..hope it will work.. ,24 Jan 2025,5
i really like the old box.. but new ok is also ok.. this is my 2nd purchase and the oil is really good.. it really helped me alot..,24 Jan 2025,4
this oil has helped me with my PCOS hairfall. super beneficial for my scalp. thank you jina alchemy for creating this product 😍 I have almost emptied the bottle. need a new one soon 😉,24 Jan 2025,5
"its my 5th purchase and it really good for scalp , hairgrowth , after messaging with this at night and the glow in the face and hair after wash its totally insane , incredibly amazing .. you should purchase definately purchase for for strong, healthy ,shining , grow you hair more thicker and thicker and healthier ",24 Jan 2025,5
"thikae cha kehi din vayo lagako 
smell chae aatinai strong cha, sabaile dherai time samma rakhna sakdaina so I recommend 4 hrs Max rakhera take a shower 
after few months I'll give you guys updated review.

#review_wrapup",24 Jan 2025,4
Received in well sealed condition!Using it for the first time!Hope it works like mentioned in reviews! ,18 Jul 2025,5
"Got the product. Hope it's helpful.
IDK why the packaging seems normal as compared to that of others.
It's smell is strong and the idea of providing the bill seems very attractive. ",23 Aug 2025,5
"Since this is my second purchase, I am hoping more good results as i am the beginner user. Hairfall has been lil less than before. ",24 Jan 2025,5
"yo week ma matraii Maile 7 pieces buy gari sakkeya .💋❤️♥️oh god day by day IAM crazy for this oil🫵🙈salute for this oil manufacturing company,brand.♥️ I proved this oil is number one in this whole world just love it guys you should also buy  this oil.🤝🫶go on and  feel free & buy this oil.♥️🤝🫶 ",10 Jun 2025,5
Delivery was really fast and the quality is as expected. This is my first purchase in Daraz and I’m satisfied . Will shop more.,24 Jan 2025,5
it smells very herby 🌿 and green it was my first purchase. I'm shading after Dengu lagye Bata yati derai kapal jharirako Cha Bold nai huna lagi sakye. I  hope it works for me. ,24 Jan 2025,5
"appreciated the safe packaging. good delivery from daraz. and product seems to be nice for first glance, will revise the review it after a few times of use. 

Update: I recommend it, my hair feels great after using this oil every week at night before taking a bath next day.",24 Jan 2025,4
Good Product❤️ ,24 Jan 2025,5
❤️ ,24 Jan 2025,5
I really want to buy this oil and finally i got it! ,24 Jan 2025,5
the product is good but that made my head itch. i am giving review after 15-20 days later  ,24 Jan 2025,5
ekdamm expensive vyo Nepal made product Ali affordable hunu pryo ,24 Jan 2025,5
The smell of the product is horrible ,24 Jan 2025,1
"It’s my honest opinion, I’ve used this oil for so long but it doesn’t help to stop my hair falls. I Know how it feels when your hair suddenly starts falling. Don’t waste your money on this product. Thank you peace out.",24 Jan 2025,1
"kasto kapal jharyo mero ta yo oil le

",24 Jan 2025,1
"Packaging ta multi layer, daro nai thyo but seal ramro raina raichha, package receive garda bahira nai smell aairathyo, bhitra spill bhako raichha as you can see on the wrapper. Anyways this is my order review, aba product use garesi will share the experience.  ",24 Jan 2025,1
Did nothing for my hair ,24 Jan 2025,1
kam xaina  ,24 Jan 2025,1
Doesn't do anything thing. Just overly hyped product  ,24 Jan 2025,1
"I REQUEST DARAZ TO DELIVER ALL THE ORDER AT ONCE. IN THIS ERA, NOBODY WOULD WAIT FOR INDIVIDUAL ORDER WHOLE DAY AND PAID DELIVERY CHARGE FOR EACH ITEM. THANK YOU!
",24 Jan 2025,1
Not good as per price point. 1000rs for 50ml amd results are no where near ,24 Jan 2025,1
Onr stars for packaging which is wonderful but this doesn't work for me. i have dry scalp and always itchy.this does not solve the problem although i finished the whole bottle and this does not help hair growth as well so spending 1000 and not getting any benefits i wnt buy this again 👎👎👎👎,24 Jan 2025,1
it's just like other oils influencer ley review matra ramaro dina last ma  it don't work as they say ,24 Jan 2025,1
got a defective product . the label is placed upside down ,24 Jan 2025,1
Gave me extreme dandruff even though i kept it only for a one to two hrs not worth it. Definitely a waste of money☹️ ,24 Jan 2025,1
Not used ,24 Jan 2025,1
"Kasto pani nai pani vako packing garera send garnu vako  (ajha kasto naramro smell pani ko )  Not expecting this from you guys !!!!! 🙂🙂
 ",11 Nov 2025,1
didn't work for me ,24 Jan 2025,1
"I bought it because of the hype around it but it didn’t suit me at all ,it left me with my scalp itching more so then ever. Maybe it’s because I have a super dry skin as well as hair , so if you have super dry hair I wouldn’t recommend this hair oil . ",24 Jan 2025,1
"It doesn’t help for hair growth , it smells so so bad that you will get a headache! ",24 Jan 2025,1
,24 Jan 2025,1
yo mero second time ho paila used gareko dherai ramro thiyo tohe vayera 4 bottles order gareko aaile quality ghateko cha khe ramro chaina waste of money😡,24 Jan 2025,1
1st ma chai ramro lagyo paxi Feri same hair-fall vayo Mero case ma chái ,24 Jan 2025,1
"hair fall didn't reduce in my case 
So, I don't recommend this oil to anyone
",24 Jan 2025,1
I also trying let’s see ..,24 Jan 2025,1
two bottle use gare sakya no any results and it's too expensive ,24 Jan 2025,1
Fake product 😡waste of money . ,24 Jan 2025,1
gave me such bad dandruff. so disappointed 😔,24 Jan 2025,1
No use,24 Jan 2025,1
Don’t use this if you have oily scalp it cause massive hair fall. I have got sticky itchy dandruff only because of this oil.,24 Jan 2025,1
"khasai kam garena 
",24 Jan 2025,1
naa.... doesn't worked with me used for more than 1 month ,24 Jan 2025,1
costing is so much high.....800 ma leako theyea second purchase ma 200 badaunu not a joke 😑😑,24 Jan 2025,1
khai ke khai ke! result nai dekhaaeko chhaina. ek mahinaa bho use gareko!,24 Jan 2025,1
not good as expected ,24 Jan 2025,1
ram ro Saman thiyo malai ramro lagyo Ajay,14 Oct 2025,5
worth it❤️,28 Nov 2025,5
package came alright...and super fast it was quite satisfying...but why is it in multi-colour? like half pink half black....,31 Jul 2025,5
Herda thikai xa but materials ekdam nai patalo raheko xa. Soft pani xaina but extreme hard pani xaina. overall Okay xa.,29 Jul 2025,4
So I wanted  to purchase this product so long and finally I get one this is so good its actually exfoliate dead skin,30 Aug 2025,5
ram ro Saman thiyo malai ramro lagyo Ajay,14 Oct 2025,5
worth it❤️,28 Nov 2025,5
package came alright...and super fast it was quite satisfying...but why is it in multi-colour? like half pink half black....,31 Jul 2025,5
Herda thikai xa but materials ekdam nai patalo raheko xa. Soft pani xaina but extreme hard pani xaina. overall Okay xa.,29 Jul 2025,4
So I wanted  to purchase this product so long and finally I get one this is so good its actually exfoliate dead skin,30 Aug 2025,5
"Works well if the instructions are followed. The delivery charge was almost similar to the price of the product purchased, so maybe should have bought somewhere else but Daraz 😓 ",27 Nov 2025,5
"work soo well
dherai ramro xa 
super clean feel hunxa 
Tara colour chai 2 ota hudo raixa ghi paxi 
ani Alik patalo xa
 ",28 Aug 2025,5
"These Korean exfoliating gloves scrub away dead skin like magic, leaving you silky smooth.
Durable, easy to use, and spa like results right at home, totally worth it. ",29 Oct 2025,5
i got my parcel on time with good packaging...and it is exactly the same product shown in picture..and this remove all the dead skin and gives smooth texture of skin....thanks seller anddaraz.. ,02 Dec 2025,5
yo Pani ramrai xa Tara teati mahilo nikhaldaina jasto xa ani ma vijako sano hudho rayexa tei ne thikae xa jali jasari use garnu chae.. ,15 Oct 2025,4
It shrieked when coming in contact with water and fitted exactly on my hands ✋️ It does exfoliate really well using it while bathing is recommended shipping quality is excellent and real quick loved the product it's the one I needed and remember that it is pretty rough(as it's supposed to remove dead skin and dirt) but not too rough I could bear it and overall product is nice worth spending a 100 or so on it 😊  ,22 Nov 2025,4
"kaam chaina. bekar ko saman. bora jasto cha material. alik besari safa garna khojyo bhane ghau nai parcha. tried once, aba use garnai darr lagyo. kasto kada cha fabric. ",19 Sep 2025,5
I haven't used it yet but looking at it's cloth quality I don't think this is gonna work or if it does unexpectedly it will get damaged soon. ,12 Oct 2025,4
"exactly as shown 😉
the colour is beautiful 
kaam tw garxa Tara malai simple wala le badhi ramro kaam gareko jasto lagyo esle bhanda  ",3 weeks ago,5
Well pack excellent for packing product and safe delivery 📦 well delivery brother is also good 😍 ,20 Aug 2025,5
maile aspect  gare thiena ki asle kaam grxa but i was socked  asle ramro sng maila nikalxa🥰 ,04 Nov 2025,5
it's very nice although I've not used it but am excited to try it asap thank you daraz ❤️❤️ ,30 Nov 2025,5
Product is good but dead skin chai teti remove na garne raixa but yo price ma it's okay  ,04 Nov 2025,5
product use chai garya xaina Tara quality ramrai xa thank you for the fast delivery  ,23 Sep 2025,5
First time order let's see how effective it's use will be..... quality looks normal ,13 Oct 2025,4
